"Year","Make","Model","Used_Certified","Price","ConsumerRating","ConsumerReviews","SellerType","State","DealType","ComfortRating","ReliabilityRating","MinMPG","MaxMPG","FuelType","Mileage"
"2018","Jeep","Grand Cherokee Limited","Used","33494","4.8","395","Dealer","TX","Great","4.9","4.7","18","25","Gasoline","17658"
"2018","Lexus","NX 300 Base","Used","36491","4.9","92","Dealer","TX","Fair","4.9","4.9","22","28","Gasoline","33946"
"2018","Ford","Edge Titanium","Used","31284","4.8","232","Dealer","MN","Good","4.9","4.8","20","27","Gasoline","30311"
"2018","BMW","X2 xDrive28i","Used","32990","4.7","42","Dealer","MN","Fair","4.6","4.5","21","31","Gasoline","35590"
"2020","Ford","F-150 Lariat","Used","52533","4.8","219","Dealer","WI","Good","4.9","4.8","18","23","Gasoline","41752"
"2021","Ford","Explorer XLT","Used","43255","4.8","61","Dealer","IL","Good","4.9","4.8","20","27","Gasoline","15643"
"2021","Toyota","Highlander XLE","Used","46790","4.9","93","Dealer","IL","Good","4.9","4.9","20","27","Gasoline","13324"
"2020","Volkswagen","Tiguan 2.0T SE","Certified","30240","4.7","59","Dealer","IL","Great","4.8","4.8","20","27","Gasoline","17890"
"2019","Kia","Optima SX Turbo","Used","28695","4.8","149","Dealer","AL","Good","4.8","4.8","21","30","Gasoline","64020"
"2020","GMC","Acadia SLT","Used","39400","4.8","70","Dealer","IN","Good","4.8","4.6","21","27","Gasoline","32174"
"2019","Honda","Pilot EX-L","Used","36500","4.8","223","Dealer","OH","Great","4.9","4.8","18","26","Gasoline","37911"
"2019","INFINITI","QX80 Luxe","Used","45750","4.8","26","Dealer","GA","Great","4.8","4.8","14","20","Gasoline","60338"
"2017","Jeep","Grand Cherokee Altitude","Used","28495","4.8","334","Dealer","TN","Great","4.8","4.8","18","25","Gasoline","41500"
"2020","RAM","1500 Big Horn","Certified","40844","4.8","201","Dealer","OH","Good","4.9","4.7","19","24","Gasoline","16281"
"2019","Jeep","Grand Cherokee Altitude","Used","35960","4.8","224","Dealer","MI","Good","4.9","4.8","18","25","Gasoline","36842"
"2019","Lincoln","Nautilus Reserve","Used","40750","4.7","97","Dealer","MI","Good","4.9","4.7","20","25","Gasoline","35569"
"2019","Mercedes-Benz","A-Class A 220","Certified","37519","4.5","36","Dealer","GA","Good","4.6","4.3","24","35","Gasoline","12287"
"2020","Nissan","Rogue SV","Used","25899","4.8","133","Dealer","GA","Good","4.9","4.8","25","32","Gasoline","49755"
"2017","Lexus","NX 200t Base","Used","36500","4.8","116","Dealer","GA","Fair","4.8","4.9","22","28","Gasoline","37600"
"2018","Hyundai","Sonata SE","Used","19882","4.8","364","Dealer","OH","Good","4.8","4.8","25","36","Gasoline","41235"
"2018","Ford","F-150 Lariat","Used","39495","4.8","817","Dealer","MI","Good","4.9","4.7","19","24","Gasoline","81899"
"2021","RAM","1500 Laramie","Used","49987","4.8","92","Dealer","MI","Great","4.9","4.8","19","24","Gasoline","17343"
"2019","Ford","Explorer XLT","Used","29000","4.8","110","Dealer","NC","Great","4.8","4.8","17","24","Gasoline","66273"
"2018","Ford","Expedition Max Limited","Used","33990","4.9","37","Dealer","FL","Great","5","5","17","23","Gasoline","109862"
"2020","Mercedes-Benz","GLC 300 Base 4MATIC","Used","46491","4.8","35","Dealer","PA","Great","4.9","4.7","21","28","Gasoline","18188"
"2020","Jeep","Cherokee Limited","Certified","30950","4.8","152","Dealer","PA","Great","4.8","4.8","19","27","Gasoline","19816"
"2021","Toyota","Tacoma SR5","Certified","35995","4.8","85","Dealer","FL","Good","4.8","4.9","19","24","Gasoline","15865"
"2020","Mercedes-Benz","GLE 350 Base 4MATIC","Used","49998","4.3","75","Dealer","FL","Good","4.6","4.1","19","26","Gasoline","33925"
"2018","Lexus","LC 500 Base","Used","74995","4.9","30","Dealer","FL","Fair","4.9","5","16","26","Gasoline","42601"
"2020","Toyota","4Runner Limited","Used","45991","4.8","84","Dealer","SC","Good","4.8","4.9","16","19","Gasoline","40504"
"2018","Lexus","ES 350 Base","Used","34995","4.9","56","Dealer","NC","Good","4.9","5","21","30","Gasoline","25185"
"2021","Mercedes-Benz","C-Class C 300 4MATIC","Used","40337","5","4","Dealer","NY","Great","5","5","23","33","Gasoline","10608"
"2021","BMW","330 i xDrive","Used","40998","4.9","11","Dealer","VA","Good","4.8","4.7","25","34","Gasoline","18200"
"2019","Lexus","GX 460 Base","Used","52725","4.7","24","Dealer","NC","Good","4.8","4.8","15","18","Gasoline","34225"
"2021","Honda","Passport EX-L","Used","38574","4.8","19","Dealer","MD","Good","4.9","4.8","20","25","Gasoline","10604"
"2020","Lexus","ES 350 Base","Used","40495","4.9","52","Dealer","FL","Good","4.9","5","22","32","Gasoline","11167"
"2021","Hyundai","Sonata SEL Plus","Used","31691","4.8","46","Dealer","FL","Good","4.8","4.8","27","37","Gasoline","15043"
"2021","Toyota","Corolla LE","Used","21900","4.8","74","Dealer","FL","Good","4.8","4.9","30","38","Gasoline","30567"
"2019","Lexus","GX 460 Base","Used","48998","4.7","24","Dealer","FL","Good","4.8","4.8","15","18","Gasoline","17731"
"2018","Tesla","Model 3 Long Range","Used","48982","4.6","117","Dealer","FL","Great","4.7","4.6","136","123","Electric","32704"
"2019","Mazda","CX-5 Grand Touring","Used","32187","4.8","230","Dealer","PA","Great","4.8","4.8","24","30","Gasoline","34061"
"2018","BMW","440 Gran Coupe i xDrive","Used","32995","4.7","7","Dealer","PA","Good","4.7","4.4","21","31","Gasoline","61160"
"2019","Mercedes-Benz","GLS 450 Base 4MATIC","Certified","60989","5","10","Dealer","PA","Great","5","4.9","16","22","Gasoline","27328"
"2020","Honda","Civic LX","Used","24247","4.9","169","Dealer","PA","Good","4.8","4.9","30","38","Gasoline","15591"
"2021","Honda","Civic Sport","Used","29000","4.7","43","Dealer","NJ","Good","4.7","4.6","29","35","Gasoline","23685"
"2019","Honda","Pilot EX-L","Certified","37800","4.8","223","Dealer","NJ","Great","4.9","4.8","18","26","Gasoline","12027"
"2021","Lexus","IS 350 F Sport","Used","46750","4.8","2","Dealer","CT","Great","5","5","19","26","Gasoline","12636"
"2019","BMW","X7 xDrive40i","Used","63943","4.1","22","Dealer","NY","Good","4.5","3.5","20","25","Gasoline","40171"
"2018","Jeep","Grand Cherokee Limited","Used","34995","4.8","395","Dealer","CT","Good","4.9","4.7","18","25","Gasoline","23501"
"2019","Jeep","Grand Cherokee Limited","Used","35212","4.8","224","Dealer","MA","Good","4.9","4.8","18","25","Gasoline","69017"
"2019","Mazda","CX-5 Touring","Used","27495","4.8","230","Dealer","MA","Good","4.8","4.8","24","30","Gasoline","37902"
"2018","Porsche","Macan S","Used","52423","4.8","68","Dealer","MA","Good","4.9","4.9","17","23","Gasoline","24208"
"2019","Toyota","Highlander XLE","Used","38603","4.6","363","Dealer","MA","Great","4.8","4.6","20","26","Gasoline","10744"
"2019","Audi","RS 5 2.9T","Used","69995","4.8","11","Dealer","MA","NA","4.6","4.9","17","26","Gasoline","18459"
"2020","Mercedes-Benz","GLE 350 Base 4MATIC","Used","57892","4.3","75","Dealer","NH","Good","4.6","4.1","19","26","Gasoline","9801"
"2019","Toyota","RAV4 LE","Used","29900","4.6","444","Dealer","MA","Good","4.6","4.6","25","33","Gasoline","20986"
"2019","Subaru","Outback 2.5i Limited","Certified","29998","4.7","262","Dealer","CA","Good","4.8","4.7","25","32","Gasoline","42205"
"2020","Toyota","RAV4 XLE","Certified","32491","4.7","166","Dealer","NV","Good","4.8","4.8","27","33","Gasoline","63897"
"2018","Dodge","Durango GT","Used","34998","4.8","146","Dealer","AZ","Great","4.9","4.8","18","25","Gasoline","47587"
"2019","Chevrolet","Tahoe LT","Used","50848","4.6","70","Dealer","CA","Good","4.7","4.7","15","21","Gasoline","45318"
"2021","GMC","Sierra 1500 Denali","Used","66400","4.2","43","Dealer","AZ","Good","4.4","3.9","16","22","Diesel","16522"
"2017","Hyundai","Tucson Limited","Used","27765","4.7","623","Dealer","AZ","Good","4.8","4.8","25","30","Gasoline","22492"
"2021","Toyota","4Runner SR5","Used","39819","4.9","42","Dealer","CO","Great","5","4.9","16","19","Gasoline","11248"
"2020","Hyundai","Elantra Limited","Used","24891","4.8","134","Dealer","WA","Good","4.8","4.8","30","40","Gasoline","15976"
"2021","Ford","F-150 XL","Certified","46287","4.8","79","Dealer","TX","Great","4.8","4.7","19","22","Diesel","19339"
"2020","Jeep","Compass Trailhawk","Used","27698","4.8","77","Dealer","TX","Great","4.8","4.8","22","30","Gasoline","41209"
"2020","Cadillac","XT4 Premium Luxury","Used","41998","4.7","29","Dealer","TX","Fair","4.7","4.7","24","30","Gasoline","36023"
"2018","Jeep","Grand Cherokee Limited","Used","34991","4.8","395","Dealer","TX","Great","4.9","4.7","19","26","Gasoline","19025"
"2019","Cadillac","XT4 Sport","Used","42888","4.2","107","Dealer","TX","Fair","4.5","3.8","24","30","Gasoline","30664"
"2021","Toyota","Camry SE","Used","32462","4.8","69","Dealer","TX","Good","4.8","4.9","28","39","Gasoline","17656"
"2020","Mercedes-Benz","A-Class A 220","Used","35986","5","4","Dealer","TX","Great","5","5","24","35","Gasoline","14827"
"2019","Audi","Q5 2.0T Premium Plus","Used","43975","4.7","42","Dealer","MN","Good","4.8","4.7","22","27","Gasoline","11680"
"2019","Honda","CR-V EX","Certified","30195","4.8","540","Dealer","MN","Good","4.8","4.8","27","33","Gasoline","11167"
"2017","INFINITI","QX30 Premium","Used","24990","4.2","44","Dealer","MN","Good","4.3","4.2","21","30","Gasoline","52856"
"2020","Volkswagen","Tiguan 2.0T SE","Used","30800","4.7","59","Dealer","IA","Good","4.8","4.8","20","27","Gasoline","36287"
"2019","Dodge","Challenger SXT","Used","28491","4.8","150","Dealer","MS","Good","4.8","4.8","19","30","Gasoline","68833"
"2020","Ford","Explorer Platinum","Used","49962","4.5","248","Dealer","IL","Great","4.7","4.3","18","24","Gasoline","13619"
"2020","Kia","Sportage LX","Certified","30922","4.8","174","Dealer","TN","Good","4.8","4.9","22","26","Gasoline","19185"
"2020","Hyundai","Tucson Value","Used","27500","4.7","171","Dealer","IL","Great","4.8","4.8","22","25","Gasoline","12880"
"2021","Volkswagen","Atlas 3.6 V6 SE w/ Technology R-Line","Used","45488","4.8","42","Dealer","IL","Great","4.9","4.9","16","22","Gasoline","13668"
"2019","Subaru","Outback 2.5i Premium","Certified","31972","4.7","262","Dealer","IL","Good","4.8","4.7","25","32","Gasoline","12846"
"2020","Volkswagen","Tiguan 2.0T SE","Used","28977","4.7","59","Dealer","IL","Good","4.8","4.8","22","29","Gasoline","45382"
"2018","INFINITI","QX60 Base","Used","31998","4.8","29","Dealer","WI","Good","4.9","4.8","19","26","Gasoline","49019"
"2019","Mazda","CX-5 Grand Touring","Used","27000","4.8","230","Dealer","IL","Good","4.8","4.8","24","30","Gasoline","59055"
"2019","Cadillac","XT5 Luxury","Used","33500","4.6","94","Dealer","IN","Good","4.8","4.5","18","25","Gasoline","51980"
"2019","Nissan","Sentra S","Certified","19201","4.7","142","Dealer","KY","Great","4.7","4.7","29","37","Gasoline","23389"
"2020","Toyota","Camry XSE","Used","34298","4.8","142","Dealer","KY","Good","4.7","4.8","27","38","Gasoline","51133"
"2019","Ford","F-150 XLT","Used","42452","4.8","425","Dealer","MI","Good","4.9","4.7","18","23","Gasoline","47321"
"2020","BMW","X5 xDrive40i","Certified","54997","4.7","53","Dealer","TN","Good","4.8","4.7","20","26","Gasoline","43956"
"2020","Chevrolet","Malibu LT","Used","21477","4.8","53","Dealer","GA","Great","4.8","4.9","29","36","Gasoline","46072"
"2020","RAM","1500 Laramie","Certified","44807","4.8","201","Dealer","OH","Good","4.9","4.7","19","24","Gasoline","46365"
"2021","Porsche","Cayenne","Certified","86977","4.5","5","Dealer","GA","Good","4.6","4.4","19","23","Gasoline","11263"
"2019","Chevrolet","Equinox 1LT","Certified","22995","4.5","415","Dealer","MI","Good","4.6","4.5","25","30","Gasoline","36273"
"2019","Lincoln","Continental Select","Used","45995","4.6","13","Dealer","MI","Good","4.5","4.4","16","24","Gasoline","11968"
"2019","Chevrolet","Silverado 1500 LT","Used","37495","4.3","245","Dealer","MI","Good","4.4","4.2","18","21","Gasoline","24300"
"2019","Buick","Envision Essence","Used","26980","4.7","70","Dealer","MI","Good","4.7","4.7","22","29","Gasoline","48422"
"2020","RAM","1500 Laramie","Used","47000","4.8","201","Dealer","MI","Good","4.9","4.7","19","24","Gasoline","27315"
"2019","Honda","CR-V EX","Certified","34990","4.8","540","Dealer","SC","Good","4.8","4.8","27","33","Gasoline","12187"
"2019","BMW","X3 xDrive30i","Certified","42877","4.7","99","Dealer","OH","Good","4.7","4.6","22","29","Gasoline","21158"
"2019","Honda","CR-V EX","Used","31495","4.8","540","Dealer","OH","Good","4.8","4.8","27","33","Gasoline","13128"
"2020","Chevrolet","Spark 1LT","Used","16488","4.7","39","Dealer","NC","Good","4.5","4.8","30","38","Gasoline","41587"
"2020","Ford","F-150 Lariat","Used","71993","4.8","219","Dealer","FL","Fair","4.9","4.8","18","23","Gasoline","15898"
"2021","Volkswagen","Jetta GLI 2.0T Autobahn","Used","36000","4.9","6","Dealer","FL","Good","4.8","4.8","24","33","Gasoline","10136"
"2020","Chevrolet","Silverado 1500 LT Trail Boss","Used","50449","4.6","137","Dealer","VA","Good","4.7","4.5","16","21","Gasoline","46816"
"2018","Ford","Escape SEL","Used","21549","4.7","578","Dealer","SC","Great","4.8","4.8","22","28","Gasoline","46147"
"2019","Chevrolet","Traverse LS","Used","31933","4.7","203","Dealer","NY","Good","4.8","4.6","17","25","Gasoline","33417"
"2019","Lexus","RX 350 F Sport","Used","47880","4.8","102","Dealer","FL","Good","4.8","4.8","19","26","Gasoline","21565"
"2019","Cadillac","Escalade Luxury","Used","62000","4.7","13","Dealer","VA","Great","4.8","4.9","14","21","Gasoline","28413"
"2020","Land","Rover Range Rover Velar S","Used","47990","4.3","13","Dealer","VA","Great","4.2","4.2","21","27","Gasoline","48755"
"2021","Ford","F-150 Lariat","Used","68970","4.8","79","Dealer","MD","Good","4.8","4.7","19","24","Gasoline","12780"
"2021","Toyota","Camry XSE","Used","42998","4.8","69","Dealer","VA","Fair","4.8","4.9","27","38","Gasoline","12129"
"2021","Mercedes-Benz","C-Class C 300 4MATIC","Used","41881","5","4","Dealer","MD","Great","5","5","23","33","Gasoline","11946"
"2021","Jeep","Grand Cherokee Limited","Used","43779","4.7","58","Dealer","MD","Good","4.7","4.7","18","25","Gasoline","14491"
"2021","Acura","RDX Technology Package","Certified","43990","4.8","42","Dealer","MD","Good","4.9","4.8","21","27","Gasoline","10360"
"2020","Volkswagen","Tiguan 2.0T SEL Premium R-Line","Used","35000","4.7","59","Dealer","MD","Good","4.8","4.8","20","27","Gasoline","34981"
"2021","GMC","Terrain SLT","Certified","35700","4.8","20","Dealer","FL","Fair","4.8","4.8","25","30","Gasoline","10921"
"2020","Kia","Sportage LX","Used","24539","4.8","174","Dealer","NY","Great","4.8","4.9","22","26","Gasoline","39522"
"2019","Subaru","Crosstrek 2.0i Premium","Certified","27264","4.7","205","Dealer","PA","Great","4.7","4.8","27","33","Gasoline","49849"
"2018","Porsche","Macan S","Certified","52750","4.8","68","Dealer","PA","Good","4.9","4.9","17","23","Gasoline","40319"
"2021","Dodge","Durango R/T","Used","49890","4.8","27","Dealer","PA","Good","4.9","4.8","14","22","Gasoline","14949"
"2020","Jeep","Grand Cherokee Limited","Used","44475","4.8","150","Dealer","NJ","Good","4.9","4.8","18","25","Gasoline","13228"
"2020","Jeep","Grand Cherokee Limited","Used","36778","4.8","150","Dealer","NJ","Great","4.9","4.8","18","25","Gasoline","51348"
"2017","BMW","330 i xDrive","Used","24991","4.8","40","Dealer","NJ","Good","4.9","4.8","23","33","Gasoline","53126"
"2019","Toyota","Tundra W/ NAVIGATION&PLATINUM","Used","49000","4.8","126","Dealer","NJ","Good","4.9","4.9","13","17","Gasoline","33344"
"2020","Honda","CR-V EX-L","Certified","34500","4.8","269","Dealer","NY","Good","4.9","4.9","27","32","Gasoline","12431"
"2020","Lexus","RX 350 Base","Used","43491","4.8","76","Dealer","NY","Good","4.9","4.9","19","26","Gasoline","35469"
"2019","BMW","X5 xDrive40i","Certified","54888","4.7","55","Dealer","NY","Good","5","4.6","20","26","Gasoline","35319"
"2021","Subaru","Ascent Limited 7-Passenger","Certified","40965","4.7","30","Dealer","NY","Good","4.8","4.7","20","26","Gasoline","18236"
"2019","Toyota","Camry SE","Certified","27891","4.8","309","Dealer","MA","Good","4.8","4.8","28","39","Gasoline","21285"
"2017","Toyota","RAV4 LE","Used","19482","4.8","591","Dealer","MA","Great","4.8","4.9","23","30","Gasoline","86136"
"2020","INFINITI","QX50 Luxe","Used","40990","4.6","23","Dealer","MA","Good","4.8","4.6","22","28","Gasoline","16210"
"2020","Mazda","CX-9 Grand Touring","Used","33093","4.8","32","Dealer","CA","Good","4.8","4.9","20","26","Gasoline","48085"
"2017","Cadillac","CT6 3.6L Luxury","Used","32610","4.8","49","Dealer","CA","Great","4.8","4.8","18","27","Gasoline","67768"
"2021","RAM","1500 Laramie","Certified","53595","4.8","92","Dealer","CA","Good","4.9","4.8","19","24","Gasoline","20247"
"2018","GMC","Sierra 1500 SLT","Used","40500","4.8","167","Dealer","AZ","Good","4.9","4.8","16","22","Gasoline","76706"
"2019","Ford","Edge ST","Used","39862","4.7","193","Dealer","OR","Good","4.8","4.7","19","26","Gasoline","26625"
"2019","Dodge","Durango R/T","Used","48760","4.7","61","Dealer","OR","Good","4.8","4.6","14","22","Gasoline","28740"
"2017","Mercedes-Benz","E-Class E 300 Sport","Used","32985","4.8","79","Dealer","WA","Good","4.9","4.8","22","29","Gasoline","64387"
"2020","Nissan","Murano S","Used","32967","4.9","76","Dealer","TX","Good","4.9","4.8","20","28","Gasoline","14242"
"2019","Ford","Edge SEL","Certified","27000","4.7","193","Dealer","TX","Great","4.8","4.7","22","29","Gasoline","46398"
"2019","Audi","RS 5 2.9T","Used","75000","4.8","11","Dealer","TX","Fair","4.6","4.9","17","26","Gasoline","28500"
"2020","Nissan","Rogue Sport S","Used","22563","4.7","67","Dealer","TX","Good","4.7","4.8","25","32","Gasoline","46339"
"2020","Jeep","Grand Cherokee High Altitude","Used","43484","4.8","150","Dealer","TX","Good","4.9","4.8","18","25","Gasoline","34804"
"2021","Toyota","4Runner TRD Off Road Premium","Used","45295","4.9","42","Dealer","TX","Good","5","4.9","16","19","Gasoline","47881"
"2019","GMC","Yukon Denali","Used","62500","4.7","19","Dealer","TX","Good","4.7","4.7","14","22","Gasoline","23947"
"2019","Toyota","Highlander XLE","Used","36831","4.6","363","Dealer","TX","Good","4.8","4.6","21","27","Gasoline","47425"
"2021","Toyota","RAV4 XLE Premium","Used","39011","4.8","102","Dealer","TX","Good","4.8","4.9","28","35","Gasoline","15755"
"2018","Lexus","GX 460 Base","Used","40391","4.6","36","Dealer","TX","Great","4.8","4.9","15","18","Gasoline","43804"
"2020","Land","Rover Range Rover Velar S","Used","51991","4.3","13","Dealer","TX","Great","4.2","4.2","18","24","Gasoline","30899"
"2017","Acura","MDX 3.5L w/Technology Package","Used","29983","4.6","133","Dealer","TX","Good","4.7","4.7","19","27","Gasoline","59270"
"2020","Ford","Explorer ST","Used","54949","4.5","248","Dealer","TX","Good","4.7","4.3","18","24","Gasoline","32648"
"2017","Toyota","Highlander Limited","Used","29995","4.8","348","Dealer","TX","Good","4.9","4.8","21","27","Gasoline","106708"
"2021","Kia","Telluride S","Used","44024","4.9","91","Dealer","TX","Good","5","4.9","20","26","Gasoline","23147"
"2019","Nissan","Rogue SL","Used","30199","4.7","255","Dealer","MN","Great","4.8","4.7","25","32","Gasoline","29347"
"2020","Subaru","Outback Limited","Used","34996","4.7","215","Dealer","MN","Good","4.9","4.7","26","33","Gasoline","32974"
"2020","BMW","X7 xDrive40i","Used","71753","4.9","22","Dealer","MO","Good","5","4.9","20","25","Gasoline","37550"
"2019","Honda","Odyssey EX-L","Used","38500","4.6","133","Dealer","IL","Good","4.8","4.5","19","28","Gasoline","43985"
"2019","INFINITI","QX60 Luxe","Used","36000","4.6","56","Dealer","IL","Good","4.8","4.6","19","26","Gasoline","43839"
"2018","Lexus","RX 350 F Sport","Used","45000","4.8","90","Dealer","IL","Good","4.8","4.8","19","26","Gasoline","40003"
"2020","Lexus","RX 350 F Sport Performance","Used","56000","4.8","76","Dealer","WI","Good","4.9","4.9","19","26","Gasoline","17315"
"2020","Ford","F-150 Lariat","Used","45607","4.8","219","Dealer","WI","Good","4.9","4.8","18","23","Gasoline","49246"
"2019","Jeep","Grand Cherokee Limited","Used","30995","4.8","224","Dealer","IL","Great","4.9","4.8","18","25","Gasoline","37951"
"2019","Audi","Q8 3.0T Prestige","Used","68165","4.8","27","Dealer","IL","Fair","4.9","4.9","17","22","Gasoline","26189"
"2020","Ford","F-150 Lariat","Used","51490","4.8","219","Dealer","TN","Great","4.9","4.8","18","23","Gasoline","17939"
"2019","Chrysler","Pacifica Limited","Used","41998","4.7","86","Dealer","TN","Good","4.9","4.6","19","28","Gasoline","23651"
"2017","Ford","Explorer XLT","Used","25302","4.7","364","Dealer","TN","Good","4.8","4.7","16","23","E85 Flex Fuel","82535"
"2021","Toyota","Camry SE","Used","28119","4.8","69","Dealer","AL","Great","4.8","4.9","28","39","Gasoline","47904"
"2020","Nissan","Pathfinder SL","Used","33999","4.9","34","Dealer","TN","Good","4.9","5","20","27","Gasoline","53343"
"2020","RAM","1500 Big Horn","Used","45988","4.8","201","Dealer","IN","Good","4.9","4.7","19","24","Gasoline","17996"
"2019","Honda","CR-V EX-L","Used","32345","4.8","540","Dealer","IN","Good","4.8","4.8","27","33","Gasoline","36807"
"2019","Toyota","Camry LE","Used","29988","4.8","309","Dealer","IN","Fair","4.8","4.8","28","39","Gasoline","15165"
"2019","Toyota","Highlander LE","Used","32832","4.6","363","Dealer","TN","Great","4.8","4.6","19","26","Gasoline","41400"
"2019","Mazda","CX-5 Grand Touring","Used","31536","4.8","230","Dealer","OH","Good","4.8","4.8","24","30","Gasoline","23897"
"2020","Mercedes-Benz","GLE 350 Base 4MATIC","Used","53992","4.3","75","Dealer","GA","Good","4.6","4.1","19","26","Gasoline","43860"
"2020","Ford","F-150 Lariat","Used","39128","4.8","219","Dealer","GA","Great","4.9","4.8","20","26","Gasoline","68253"
"2019","Hyundai","Santa Fe SE 2.4","Used","24659","4.8","204","Dealer","OH","Good","4.9","4.8","21","27","Gasoline","46876"
"2021","Toyota","Tundra SR","Used","38792","4.9","32","Dealer","OH","Great","4.9","4.9","13","17","Gasoline","21893"
"2021","Dodge","Durango GT","Used","44500","4.8","27","Dealer","OH","Good","4.9","4.8","18","25","Gasoline","13365"
"2021","Chevrolet","Corvette Stingray w/2LT","Used","97000","4.9","13","Dealer","NC","Great","4.8","4.8","15","27","Gasoline","2791"
"2020","Mercedes-Benz","GLE 350 Base","Used","59998","4.3","75","Dealer","FL","Fair","4.6","4.1","19","26","Gasoline","17866"
"2020","RAM","1500 Limited","Used","52484","4.8","201","Dealer","FL","Good","4.9","4.7","19","24","Gasoline","41580"
"2020","Lincoln","Corsair Standard","Used","38415","4.6","51","Dealer","NY","Good","4.7","4.4","21","29","Gasoline","15682"
"2017","Porsche","Macan S","Used","34673","4.8","78","Dealer","FL","Good","4.9","4.9","17","23","Gasoline","86467"
"2021","Toyota","Tacoma SR5","Certified","35995","4.8","85","Dealer","FL","Good","4.8","4.9","19","24","Gasoline","20330"
"2019","Nissan","Rogue SL","Used","30102","4.7","255","Dealer","PA","Good","4.8","4.7","25","32","Gasoline","16381"
"2019","Volvo","XC90 T6 Momentum","Certified","46998","4.7","69","Dealer","VA","Good","4.9","4.6","19","26","Gasoline","15935"
"2020","GMC","Terrain SLE","Certified","33999","4.7","79","Dealer","NY","Good","4.8","4.6","25","28","Gasoline","14345"
"2021","Subaru","Outback Touring XT","Used","39998","4.8","81","Dealer","VA","Good","4.9","4.8","23","30","Gasoline","30025"
"2020","Nissan","Rogue SV","Certified","26001","4.8","133","Dealer","FL","Good","4.9","4.8","26","33","Gasoline","19308"
"2019","Jeep","Grand Cherokee Limited","Used","39000","4.8","224","Dealer","MD","Good","4.9","4.8","18","25","Gasoline","35982"
"2021","Lexus","GX 460 Base","Used","56998","4.6","8","Dealer","FL","Good","4.9","4.9","15","19","Gasoline","15064"
"2019","Subaru","Crosstrek 2.0i Premium","Used","25411","4.7","205","Dealer","PA","Great","4.7","4.8","27","33","Gasoline","37108"
"2020","GMC","Yukon XL SLT","Certified","56988","4.9","7","Dealer","DE","Good","5","4.7","14","21","Gasoline","34283"
"2021","Jeep","Wrangler Unlimited Rubicon","Used","54995","4.9","46","Dealer","PA","Good","4.9","4.8","21","24","Gasoline","27456"
"2020","Kia","Telluride EX","Used","40200","4.8","211","Dealer","PA","Good","4.9","4.9","19","24","Gasoline","48862"
"2021","Toyota","Corolla LE","Certified","25922","4.8","74","Dealer","PA","Good","4.8","4.9","30","38","Gasoline","20197"
"2019","Jeep","Cherokee Latitude Plus","Used","24995","4.6","568","Dealer","NJ","Good","4.8","4.6","22","31","Gasoline","45872"
"2020","Acura","TLX FWD","Used","28999","4.9","32","Dealer","NJ","Great","4.9","4.9","23","33","Gasoline","17977"
"2019","Toyota","RAV4 XLE","Used","29000","4.6","444","Dealer","NJ","Great","4.6","4.6","25","33","Gasoline","45037"
"2019","BMW","X7 xDrive50i","Used","70995","4.1","22","Dealer","NJ","Great","4.5","3.5","15","21","Gasoline","22830"
"2019","Acura","RDX Base","Used","33299","4.3","217","Dealer","NJ","Good","4.6","4.2","21","27","Gasoline","40819"
"2019","Ford","Edge Titanium","Certified","34621","4.7","193","Dealer","NJ","Fair","4.8","4.7","22","29","Gasoline","36626"
"2019","Lexus","RX 350 350","Used","40500","4.8","102","Dealer","NJ","Great","4.8","4.8","19","26","Gasoline","26128"
"2020","BMW","X7 xDrive40i","Certified","71425","4.9","22","Dealer","NY","Good","5","4.9","20","25","Gasoline","19518"
"2018","BMW","X5 xDrive35i","Used","38990","4.8","66","Dealer","NY","Good","4.8","4.8","18","24","Gasoline","43661"
"2019","Audi","Q7 45 Premium Plus","Used","43495","4.7","44","Dealer","NY","Good","4.8","4.6","19","25","Gasoline","36526"
"2019","BMW","X5 xDrive40i","Used","50394","4.7","55","Dealer","CT","Fair","5","4.6","20","26","Gasoline","39719"
"2021","Dodge","Challenger R/T Scat Pack","Used","54558","4.9","24","Dealer","NH","Good","4.9","4.8","14","23","Gasoline","10491"
"2019","GMC","Acadia SLT-1","Used","37000","4.8","131","Dealer","MA","Fair","4.8","4.9","17","25","Gasoline","36474"
"2019","Toyota","Highlander XLE","Used","39900","4.6","363","Dealer","MA","Great","4.8","4.6","20","26","Gasoline","11879"
"2019","BMW","530 i","Certified","35771","4.8","15","Dealer","CA","Great","4.9","4.7","24","34","Gasoline","45519"
"2019","Lexus","RX 350 F Sport","Used","46998","4.8","102","Dealer","CA","Good","4.8","4.8","19","26","Gasoline","31514"
"2019","Mercedes-Benz","CLA 250 Base","Certified","28990","4.1","17","Dealer","CA","Great","3.9","4.3","24","37","Gasoline","22417"
"2020","Jeep","Compass Trailhawk","Used","24989","4.8","77","Dealer","CA","Great","4.8","4.8","22","30","Gasoline","44668"
"2020","Tesla","Model 3 Standard Range Plus","Used","48963","4.3","16","Dealer","CA","Good","4.6","4.4","148","132","Electric","30134"
"2019","BMW","X1 sDrive28i","Used","29980","4.7","17","Dealer","CA","Good","4.8","4.6","23","32","Gasoline","31494"
"2019","Mercedes-Benz","C-Class C 300","Used","33599","4.8","40","Dealer","CA","Great","4.8","4.7","23","34","Gasoline","22910"
